0;103087370230596.937500
1;13282111745.285889
2;3894874708.318932
3;3413590956.393564
4;3237598547.186933
5;3122814122.579878
6;3068983203.413339
7;3026218731.710625
8;3000587765.107456
9;2988768933.713518
10;2977041240.283198
11;2965779529.077612
12;2953938860.169584
13;2947820823.884424
14;2931332159.061517
15;2926989011.515213
16;2928347386.843580
17;2924655882.976959
18;2921747321.260988
19;2928155575.784341
20;2928347386.843579
21;2926797200.455974
22;2928155575.784341
23;2925822447.246086
24;2924196050.356515
25;2926337367.835532
26;2930336283.318665
27;2935577973.572891
28;2927044099.484214
29;2929224807.018538
30;2944106423.042296
31;2935404430.035997
32;2937201515.451842
33;2939650244.547371
34;2942269662.169174
35;2957513777.778447
36;2947965475.022603
37;2933595639.175704
38;2892325747.518744
39;2892325747.518744
40;2892325747.518744
41;2892325747.518744
42;2892325747.518744
43;2892325747.518744
44;2892325747.518744
45;2892325747.518744
46;2892325747.518744
47;2892325747.518744
48;2892325747.518744
49;2892325747.518744
50;2892325747.518744
51;2892325747.518744
52;2892325747.518744
53;2892325747.518744
54;2892325747.518744
55;2892325747.518744
56;2892325747.518744
57;2892325747.518744
58;2892325747.518744
59;2892325747.518744
60;2892325747.518744
61;2892325747.518744
62;2892325747.518744
63;2892325747.518744
64;2892325747.518744
65;2892325747.518744
66;2892325747.518744
67;2892325747.518744
68;2892325747.518744
69;2892325747.518744
70;2892325747.518744
71;2892325747.518744
72;2892325747.518744
73;2892325747.518744
74;2892325747.518744
75;2892325747.518744
76;2892325747.518744
77;2892325747.518744
78;2892325747.518744
79;2892325747.518744
80;2892325747.518744
81;2892325747.518744
82;2892325747.518744
83;2892325747.518744
84;2892325747.518744
85;2892325747.518744
86;2892325747.518744
87;2892325747.518744
88;2892325747.518744
89;2892325747.518744
90;2892325747.518744
91;2892325747.518744
92;2892325747.518744
93;2892325747.518744
94;2892325747.518744
95;2892325747.518744
96;2892325747.518744
97;2892325747.518744
98;2892325747.518744
99;2892325747.518744
